Date,始値,HighPrice,LowPrice,終値,SMA1[5],SMA2[13],SMA3[21],
2022/06/09 13:03,133.977,133.996,133.968,133.993,133.963,133.935,133.964,
2022/06/09 13:02,133.961,133.989,133.960,133.976,133.950,133.925,133.972,
2022/06/09 13:01,133.937,133.965,133.926,133.961,133.944,133.921,-----,
2022/06/09 13:00,133.952,133.980,133.937,133.937,133.938,133.918,-----,
2022/06/09 12:59,133.925,133.954,133.892,133.952,133.937,133.926,-----,
2022/06/09 12:58,133.946,133.950,133.922,133.925,133.937,133.929,-----,
2022/06/09 12:57,133.932,133.948,133.932,133.946,133.932,133.940,-----,
2022/06/09 12:56,133.938,133.941,133.928,133.932,133.920,133.954,-----,
2022/06/09 12:55,133.952,133.959,133.921,133.934,133.908,133.971,-----,
2022/06/09 12:54,133.897,133.956,133.895,133.952,133.893,133.988,-----,
2022/06/09 12:53,133.885,133.909,133.879,133.897,133.888,-----,-----,
2022/06/09 12:52,133.875,133.905,133.867,133.885,133.894,-----,-----,
2022/06/09 12:51,133.858,133.882,133.837,133.875,133.924,-----,-----,
2022/06/09 12:50,133.925,133.952,133.820,133.858,133.947,-----,-----,
2022/06/09 12:49,133.929,133.961,133.922,133.925,133.989,-----,-----,
2022/06/09 12:48,134.033,134.040,133.929,133.929,134.031,-----,-----,
2022/06/09 12:47,133.990,134.037,133.986,134.033,134.075,-----,-----,
2022/06/09 12:46,134.068,134.069,133.990,133.990,134.099,-----,-----,
2022/06/09 12:45,134.135,134.136,134.057,134.068,-----,-----,-----,
2022/06/09 12:44,134.150,134.156,134.129,134.135,-----,-----,-----,
2022/06/09 12:43,134.152,134.163,134.135,134.150,-----,-----,-----,
2022/06/09 12:42,134.167,134.172,134.113,134.153,-----,-----,-----,
