,?n?l,HighPrice,LowPrice,?I?l,SMA1[5],SMA2[13],SMA3[21],
2022/06/10 14:07,133.944,133.945,133.800,133.839,133.938,134.066,134.105,
2022/06/10 14:06,133.977,133.977,133.942,133.944,133.951,134.092,134.118,
2022/06/10 14:05,133.952,133.991,133.934,133.977,133.970,134.111,134.127,
2022/06/10 14:04,133.978,134.015,133.947,133.952,134.015,134.127,134.134,
2022/06/10 14:03,133.906,133.978,133.899,133.978,134.066,134.145,134.142,
2022/06/10 14:02,134.031,134.033,133.849,133.906,134.113,134.159,134.148,
2022/06/10 14:01,134.204,134.209,133.994,134.039,134.175,134.178,134.156,
2022/06/10 14:00,134.205,134.213,134.202,134.204,134.206,134.187,134.157,
2022/06/10 13:59,134.212,134.212,134.204,134.205,134.204,134.182,134.151,
2022/06/10 13:58,134.212,134.220,134.203,134.212,134.200,134.176,134.144,
2022/06/10 13:57,134.198,134.215,134.192,134.215,134.195,134.169,134.137,
2022/06/10 13:56,134.192,134.201,134.187,134.198,134.190,134.162,134.129,
2022/06/10 13:55,134.184,134.192,134.175,134.192,134.187,134.156,134.121,
2022/06/10 13:54,134.190,134.196,134.177,134.184,134.180,134.150,134.116,
2022/06/10 13:53,134.186,134.199,134.186,134.190,134.175,134.141,134.109,
2022/06/10 13:52,134.187,134.187,134.171,134.186,134.167,134.131,134.103,
2022/06/10 13:51,134.156,134.194,134.156,134.187,134.158,134.122,134.097,
2022/06/10 13:50,134.158,134.164,134.155,134.156,134.145,134.113,134.091,
2022/06/10 13:49,134.149,134.158,134.148,134.158,134.139,134.105,134.086,
2022/06/10 13:48,134.142,134.150,134.137,134.149,134.132,134.097,134.081,
2022/06/10 13:47,134.122,134.150,134.122,134.142,134.127,134.089,134.076,
2022/06/10 13:46,134.124,134.125,134.119,134.122,134.120,134.083,134.072,
2022/06/10 13:45,134.124,134.129,134.117,134.124,134.111,134.078,134.068,
2022/06/10 13:44,134.123,134.125,134.115,134.124,134.097,134.073,134.066,
2022/06/10 13:43,134.108,134.133,134.103,134.123,134.086,134.068,134.064,
2022/06/10 13:42,134.076,134.114,134.070,134.108,134.076,134.063,134.061,
2022/06/10 13:41,134.058,134.076,134.055,134.076,134.065,134.059,134.059,
2022/06/10 13:40,134.066,134.066,134.053,134.058,134.059,134.056,-----,
2022/06/10 13:39,134.072,134.072,134.060,134.066,134.056,134.056,-----,
2022/06/10 13:38,134.055,134.072,134.055,134.072,134.057,134.055,-----,
2022/06/10 13:37,134.044,134.059,134.039,134.055,134.053,134.053,-----,
2022/06/10 13:36,134.045,134.046,134.027,134.044,134.054,134.054,-----,
2022/06/10 13:35,134.070,134.072,134.044,134.045,134.057,134.057,-----,
2022/06/10 13:34,134.055,134.070,134.050,134.070,134.060,134.058,-----,
2022/06/10 13:33,134.058,134.063,134.049,134.055,134.056,134.058,-----,
2022/06/10 13:32,134.059,134.071,134.051,134.058,134.054,-----,-----,
2022/06/10 13:31,134.060,134.061,134.033,134.059,134.053,-----,-----,
2022/06/10 13:30,134.052,134.063,134.050,134.060,134.052,-----,-----,
2022/06/10 13:29,134.043,134.052,134.039,134.052,134.050,-----,-----,
2022/06/10 13:28,134.054,134.058,134.042,134.043,134.054,-----,-----,
2022/06/10 13:27,134.055,134.059,134.037,134.054,134.060,-----,-----,
2022/06/10 13:26,134.047,134.058,134.044,134.055,134.062,-----,-----,
2022/06/10 13:25,134.072,134.072,134.041,134.047,134.065,-----,-----,
2022/06/10 13:24,134.072,134.075,134.063,134.072,-----,-----,-----,
2022/06/10 13:23,134.067,134.075,134.063,134.072,-----,-----,-----,
2022/06/10 13:22,134.068,134.073,134.064,134.067,-----,-----,-----,
2022/06/10 13:21,134.071,134.076,134.062,134.068,-----,-----,-----,
