,?n?l,HighPrice,LowPrice,?I?l,SMA1[5],SMA2[13],SMA3[21],
2022/06/13 07:04,134.633,134.637,134.633,134.635,134.623,134.477,134.462,
2022/06/13 07:03,134.688,134.705,134.609,134.632,134.569,134.461,134.453,
2022/06/13 07:02,134.697,134.708,134.658,134.688,134.514,134.446,134.443,
2022/06/13 07:01,134.464,134.721,134.463,134.699,134.447,134.426,134.430,
2022/06/13 07:00,134.408,134.468,134.404,134.465,134.384,134.407,134.417,
2022/06/11 05:55,134.360,134.362,134.360,134.361,134.368,134.406,134.417,
2022/06/11 05:54,134.350,134.365,134.350,134.361,134.376,134.413,134.423,
2022/06/11 05:53,134.386,134.387,134.350,134.350,134.388,134.419,134.428,
2022/06/11 05:52,134.383,134.400,134.377,134.386,134.402,134.425,134.433,
2022/06/11 05:51,134.399,134.402,134.386,134.386,134.411,134.428,134.437,
2022/06/11 05:50,134.423,134.425,134.396,134.398,134.421,134.431,134.440,
2022/06/11 05:49,134.420,134.429,134.419,134.424,134.428,134.433,134.442,
2022/06/11 05:48,134.430,134.431,134.420,134.420,134.432,134.433,134.442,
2022/06/11 05:47,134.433,134.433,134.418,134.430,134.440,134.437,134.442,
2022/06/11 05:46,134.435,134.436,134.433,134.433,134.445,134.440,134.442,
2022/06/11 05:45,134.443,134.443,134.431,134.435,134.445,134.443,134.442,
2022/06/11 05:44,134.463,134.463,134.443,134.443,134.443,134.446,134.443,
2022/06/11 05:43,134.451,134.472,134.451,134.463,134.440,134.447,134.443,
2022/06/11 05:42,134.433,134.451,134.428,134.451,134.432,134.446,134.443,
2022/06/11 05:41,134.428,134.438,134.428,134.433,134.427,134.445,134.442,
2022/06/11 05:40,134.427,134.430,134.427,134.428,134.425,134.445,134.441,
2022/06/11 05:39,134.422,134.427,134.418,134.427,134.434,134.445,134.440,
2022/06/11 05:38,134.425,134.425,134.419,134.422,134.443,134.445,134.439,
2022/06/11 05:37,134.426,134.435,134.417,134.425,134.453,134.446,134.439,
2022/06/11 05:36,134.473,134.473,134.425,134.426,134.461,134.447,134.438,
2022/06/11 05:35,134.471,134.474,134.471,134.473,134.467,134.448,134.437,
2022/06/11 05:34,134.473,134.474,134.471,134.471,134.464,134.449,134.435,
2022/06/11 05:33,134.465,134.474,134.463,134.473,134.457,134.444,134.432,
2022/06/11 05:32,134.455,134.469,134.455,134.465,134.448,134.439,134.429,
2022/06/11 05:31,134.457,134.460,134.455,134.455,134.441,134.435,134.426,
2022/06/11 05:30,134.439,134.458,134.437,134.457,134.435,134.432,134.424,
2022/06/11 05:29,134.428,134.442,134.428,134.439,134.431,134.429,134.422,
2022/06/11 05:28,134.426,134.429,134.426,134.428,134.430,134.427,134.420,
2022/06/11 05:27,134.425,134.428,134.424,134.426,134.434,134.425,134.418,
2022/06/11 05:26,134.437,134.437,134.423,134.425,134.444,134.424,134.417,
2022/06/11 05:25,134.437,134.438,134.437,134.437,134.442,134.423,134.415,
2022/06/11 05:24,134.446,134.447,134.436,134.437,134.437,134.421,134.412,
2022/06/11 05:23,134.478,134.480,134.446,134.446,134.431,134.419,134.409,
2022/06/11 05:22,134.416,134.479,134.416,134.478,134.425,134.417,134.406,
2022/06/11 05:21,134.408,134.418,134.408,134.416,134.412,134.411,134.402,
2022/06/11 05:20,134.411,134.414,134.404,134.408,134.411,134.409,134.400,
2022/06/11 05:19,134.415,134.418,134.411,134.411,134.412,134.409,134.399,
2022/06/11 05:18,134.412,134.419,134.410,134.415,134.413,134.407,134.397,
2022/06/11 05:17,134.412,134.412,134.409,134.412,134.411,134.405,134.395,
2022/06/11 05:16,134.412,134.414,134.411,134.412,134.411,134.403,134.393,
2022/06/11 05:15,134.414,134.414,134.411,134.412,134.411,134.400,134.392,
2022/06/11 05:14,134.409,134.417,134.408,134.414,134.411,134.398,134.391,
2022/06/11 05:13,134.409,134.413,134.409,134.409,134.409,134.396,134.390,
2022/06/11 05:12,134.412,134.414,134.409,134.409,134.407,134.393,134.388,
2022/06/11 05:11,134.414,134.421,134.407,134.412,134.405,134.391,134.387,
2022/06/11 05:10,134.404,134.416,134.404,134.414,134.401,134.388,134.385,
2022/06/11 05:09,134.396,134.406,134.393,134.404,134.395,134.385,134.383,
2022/06/11 05:08,134.400,134.401,134.396,134.396,134.391,134.383,134.381,
2022/06/11 05:07,134.392,134.406,134.392,134.400,134.388,134.382,134.379,
2022/06/11 05:06,134.384,134.392,134.384,134.392,134.384,134.381,134.378,
2022/06/11 05:05,134.384,134.385,134.384,134.384,134.382,134.381,134.377,
2022/06/11 05:04,134.381,134.385,134.381,134.384,134.381,134.380,134.376,
2022/06/11 05:03,134.380,134.387,134.379,134.381,134.380,134.380,134.376,
2022/06/11 05:02,134.384,134.385,134.380,134.380,134.379,134.380,134.376,
2022/06/11 05:01,134.376,134.386,134.374,134.384,134.378,134.379,134.375,
2022/06/11 05:00,134.379,134.383,134.375,134.376,134.377,134.377,134.374,
2022/06/11 04:59,134.378,134.385,134.374,134.379,134.379,134.376,134.374,
2022/06/11 04:58,134.378,134.384,134.377,134.377,134.379,134.375,134.373,
2022/06/11 04:57,134.375,134.384,134.374,134.378,134.381,134.375,134.373,
2022/06/11 04:56,134.386,134.386,134.374,134.375,134.382,134.375,134.372,
2022/06/11 04:55,134.381,134.391,134.379,134.386,134.383,134.375,134.371,
2022/06/11 04:54,134.389,134.391,134.377,134.381,134.381,134.374,134.371,
2022/06/11 04:53,134.381,134.395,134.380,134.389,134.379,134.372,134.371,
2022/06/11 04:52,134.379,134.385,134.374,134.380,134.374,134.371,134.371,
2022/06/11 04:51,134.380,134.385,134.378,134.379,134.369,134.370,134.370,
2022/06/11 04:50,134.367,134.383,134.367,134.380,134.368,134.369,134.370,
2022/06/11 04:49,134.365,134.373,134.364,134.367,134.366,134.368,134.369,
2022/06/11 04:48,134.358,134.366,134.358,134.365,134.367,134.368,134.369,
2022/06/11 04:47,134.370,134.372,134.358,134.358,134.370,134.368,134.370,
2022/06/11 04:46,134.373,134.377,134.368,134.370,134.372,134.369,134.370,
2022/06/11 04:45,134.372,134.377,134.365,134.373,134.371,134.370,134.370,
2022/06/11 04:44,134.378,134.380,134.370,134.373,134.371,134.370,134.370,
2022/06/11 04:43,134.369,134.379,134.368,134.378,134.370,134.370,134.370,
2022/06/11 04:42,134.365,134.377,134.361,134.369,134.367,134.370,134.369,
2022/06/11 04:41,134.374,134.376,134.364,134.365,134.366,134.370,134.370,
2022/06/11 04:40,134.365,134.374,134.363,134.374,134.366,134.370,134.370,
2022/06/11 04:39,134.363,134.365,134.360,134.365,134.365,134.370,134.370,
2022/06/11 04:38,134.365,134.366,134.361,134.363,134.366,134.369,134.371,
2022/06/11 04:37,134.367,134.368,134.360,134.365,134.370,134.370,134.371,
2022/06/11 04:36,134.365,134.375,134.362,134.367,134.373,134.370,134.371,
2022/06/11 04:35,134.374,134.382,134.360,134.365,134.374,134.371,134.371,
2022/06/11 04:34,134.382,134.383,134.367,134.374,134.375,134.371,134.371,
2022/06/11 04:33,134.380,134.383,134.375,134.382,134.375,134.371,134.371,
2022/06/11 04:32,134.373,134.383,134.372,134.380,134.372,134.371,134.370,
2022/06/11 04:31,134.368,134.379,134.367,134.373,134.369,134.371,134.369,
2022/06/11 04:30,134.374,134.374,134.363,134.368,134.367,134.371,134.370,
2022/06/11 04:29,134.367,134.377,134.366,134.374,134.367,134.371,134.369,
2022/06/11 04:28,134.367,134.373,134.361,134.367,134.367,134.371,134.369,
2022/06/11 04:27,134.362,134.367,134.358,134.367,134.368,134.371,134.369,
2022/06/11 04:26,134.367,134.370,134.357,134.362,134.369,134.371,134.370,
2022/06/11 04:25,134.374,134.377,134.367,134.367,134.371,134.371,134.371,
2022/06/11 04:24,134.373,134.377,134.368,134.374,134.373,134.371,134.371,
2022/06/11 04:23,134.370,134.375,134.368,134.373,134.374,134.370,134.370,
2022/06/11 04:22,134.375,134.381,134.362,134.370,134.374,134.370,134.370,
2022/06/11 04:21,134.374,134.382,134.372,134.375,134.375,134.370,134.370,
2022/06/11 04:20,134.381,134.382,134.373,134.374,134.374,134.369,134.370,
2022/06/11 04:19,134.373,134.382,134.373,134.381,134.372,134.369,134.369,
2022/06/11 04:18,134.377,134.384,134.373,134.373,134.369,134.369,134.367,
2022/06/11 04:17,134.367,134.385,134.367,134.377,134.367,134.369,134.365,
2022/06/11 04:16,134.366,134.369,134.362,134.367,134.366,134.369,134.363,
2022/06/11 04:15,134.365,134.371,134.360,134.366,134.365,134.368,134.362,
2022/06/11 04:14,134.362,134.368,134.362,134.365,134.368,134.369,134.361,
2022/06/11 04:13,134.370,134.376,134.362,134.362,134.367,134.369,134.360,
2022/06/11 04:12,134.365,134.382,134.363,134.370,134.368,134.369,134.359,
2022/06/11 04:11,134.378,134.379,134.346,134.365,134.369,134.369,134.358,
2022/06/11 04:10,134.360,134.378,134.360,134.378,134.371,134.366,134.357,
2022/06/11 04:09,134.371,134.371,134.348,134.360,134.371,134.364,134.354,
2022/06/11 04:08,134.373,134.376,134.367,134.371,134.374,134.362,134.352,
2022/06/11 04:07,134.377,134.380,134.369,134.372,134.371,134.359,134.350,
2022/06/11 04:06,134.377,134.384,134.375,134.377,134.372,134.357,134.347,
2022/06/11 04:05,134.373,134.385,134.367,134.377,134.368,134.355,134.344,
2022/06/11 04:04,134.360,134.375,134.356,134.373,134.367,134.351,134.341,
2022/06/11 04:03,134.374,134.374,134.359,134.360,134.365,134.349,134.339,
2022/06/11 04:02,134.359,134.374,134.359,134.374,134.359,134.348,134.337,
2022/06/11 04:01,134.372,134.376,134.358,134.359,134.353,134.345,134.335,
2022/06/11 04:00,134.361,134.373,134.348,134.372,134.348,134.341,134.333,
2022/06/11 03:59,134.332,134.365,134.332,134.361,134.342,134.337,134.331,
2022/06/11 03:58,134.344,134.352,134.332,134.332,134.337,134.333,134.329,
2022/06/11 03:57,134.334,134.350,134.331,134.344,134.341,134.332,134.329,
2022/06/11 03:56,134.339,134.343,134.326,134.334,134.340,134.330,134.328,
2022/06/11 03:55,134.339,134.345,134.327,134.339,134.342,134.329,134.328,
2022/06/11 03:54,134.352,134.352,134.332,134.339,134.343,134.328,134.328,
2022/06/11 03:53,134.336,134.352,134.323,134.352,134.340,134.327,134.328,
2022/06/11 03:52,134.344,134.344,134.333,134.336,134.334,134.325,134.326,
2022/06/11 03:51,134.345,134.350,134.334,134.344,134.330,134.324,134.326,
2022/06/11 03:50,134.328,134.345,134.317,134.345,134.323,134.322,134.325,
2022/06/11 03:49,134.317,134.329,134.317,134.328,134.317,134.321,134.325,
2022/06/11 03:48,134.319,134.322,134.313,134.317,134.315,134.321,134.325,
2022/06/11 03:47,134.308,134.331,134.308,134.319,134.317,134.322,134.326,
2022/06/11 03:46,134.314,134.314,134.308,134.308,134.318,134.324,134.327,
2022/06/11 03:45,134.317,134.328,134.314,134.315,134.322,134.326,134.328,
2022/06/11 03:44,134.327,134.329,134.316,134.317,134.324,134.326,134.329,
2022/06/11 03:43,134.326,134.338,134.323,134.327,134.324,134.327,134.329,
2022/06/11 03:42,134.327,134.331,134.317,134.326,134.323,134.327,134.328,
2022/06/11 03:41,134.324,134.341,134.321,134.327,134.324,134.328,134.327,
2022/06/11 03:40,134.317,134.335,134.317,134.324,134.325,134.329,134.327,
2022/06/11 03:39,134.325,134.328,134.315,134.317,134.326,134.330,134.328,
2022/06/11 03:38,134.330,134.330,134.322,134.325,134.330,134.331,134.329,
2022/06/11 03:37,134.331,134.331,134.322,134.330,134.333,134.331,134.329,
2022/06/11 03:36,134.329,134.340,134.326,134.331,134.331,134.332,134.329,
2022/06/11 03:35,134.338,134.340,134.329,134.329,134.330,134.331,134.330,
2022/06/11 03:34,134.341,134.342,134.335,134.338,134.328,134.329,134.329,
2022/06/11 03:33,134.319,134.341,134.319,134.341,134.329,134.327,134.328,
2022/06/11 03:32,134.326,134.340,134.319,134.319,134.329,134.325,134.326,
2022/06/11 03:31,134.322,134.326,134.318,134.324,134.332,134.328,134.326,
2022/06/11 03:30,134.342,134.342,134.322,134.322,134.335,134.329,134.327,
2022/06/11 03:29,134.340,134.343,134.339,134.342,134.335,134.330,134.327,
2022/06/11 03:28,134.331,134.347,134.331,134.341,134.335,134.329,134.326,
2022/06/11 03:27,134.340,134.341,134.331,134.331,134.329,134.329,134.325,
2022/06/11 03:26,134.323,134.340,134.313,134.340,134.325,134.328,134.325,
2022/06/11 03:25,134.342,134.350,134.320,134.323,134.320,134.325,134.325,
2022/06/11 03:24,134.313,134.343,134.313,134.342,134.318,134.324,134.327,
2022/06/11 03:23,134.308,134.316,134.307,134.313,134.320,134.323,134.328,
2022/06/11 03:22,134.314,134.318,134.305,134.308,134.325,134.324,134.330,
2022/06/11 03:21,134.316,134.316,134.301,134.314,134.330,134.325,134.332,
2022/06/11 03:20,134.349,134.349,134.315,134.316,134.333,134.326,134.333,
2022/06/11 03:19,134.341,134.360,134.341,134.350,134.339,134.327,134.336,
2022/06/11 03:18,134.332,134.341,134.329,134.341,134.332,134.325,134.336,
2022/06/11 03:17,134.327,134.339,134.323,134.332,134.325,134.325,134.337,
2022/06/11 03:16,134.349,134.349,134.326,134.327,134.321,134.328,134.339,
2022/06/11 03:15,134.314,134.349,134.314,134.349,134.320,134.330,134.340,
2022/06/11 03:14,134.304,134.317,134.304,134.314,134.317,134.330,134.341,
2022/06/11 03:13,134.312,134.315,134.296,134.303,134.318,134.333,134.343,
2022/06/11 03:12,134.321,134.324,134.306,134.312,134.323,134.337,134.344,
2022/06/11 03:11,134.334,134.335,134.319,134.322,134.326,134.341,134.346,
2022/06/11 03:10,134.320,134.342,134.318,134.334,134.326,134.343,134.346,
2022/06/11 03:09,134.329,134.329,134.313,134.320,134.328,134.346,134.344,
2022/06/11 03:08,134.324,134.338,134.323,134.330,134.336,134.349,134.342,
2022/06/11 03:07,134.322,134.330,134.312,134.324,134.342,134.351,134.340,
2022/06/11 03:06,134.347,134.348,134.322,134.322,134.348,134.355,134.338,
2022/06/11 03:05,134.361,134.370,134.344,134.347,134.352,134.357,134.337,
2022/06/11 03:04,134.360,134.363,134.356,134.361,134.353,134.355,134.334,
2022/06/11 03:03,134.351,134.362,134.350,134.360,134.355,134.354,134.329,
2022/06/11 03:02,134.343,134.374,134.343,134.352,134.353,134.351,134.325,
2022/06/11 03:01,134.354,134.357,134.343,134.343,134.356,134.346,134.321,
2022/06/11 03:00,134.366,134.366,134.352,134.354,134.360,134.341,134.317,
2022/06/11 02:59,134.352,134.367,134.349,134.366,134.362,134.336,134.313,
2022/06/11 02:58,134.368,134.368,134.346,134.352,134.362,134.330,134.309,
2022/06/11 02:57,134.360,134.378,134.359,134.368,134.361,134.326,134.305,
2022/06/11 02:56,134.364,134.367,134.351,134.360,134.353,134.319,134.299,
2022/06/11 02:55,134.368,134.382,134.359,134.364,134.350,134.313,134.294,
2022/06/11 02:54,134.349,134.375,134.345,134.368,134.342,134.305,134.289,
2022/06/11 02:53,134.328,134.350,134.321,134.348,134.326,134.297,134.284,
2022/06/11 02:52,134.343,134.343,134.328,134.329,134.312,134.291,134.280,
2022/06/11 02:51,134.327,134.349,134.324,134.342,134.304,134.287,134.277,
2022/06/11 02:50,134.286,134.330,134.286,134.327,134.293,134.281,134.272,
2022/06/11 02:49,134.277,134.303,134.274,134.288,134.287,134.277,134.267,
2022/06/11 02:48,134.288,134.289,134.261,134.277,134.286,134.274,134.265,
2022/06/11 02:47,134.287,134.290,134.274,134.288,134.285,134.272,134.263,
2022/06/11 02:46,134.298,134.328,134.285,134.287,134.281,134.270,134.261,
2022/06/11 02:45,134.282,134.307,134.278,134.298,134.277,134.268,134.260,
2022/06/11 02:44,134.271,134.285,134.260,134.282,134.271,134.265,134.259,
2022/06/11 02:43,134.269,134.278,134.269,134.271,134.269,134.264,134.259,
2022/06/11 02:42,134.266,134.272,134.256,134.269,134.269,134.262,134.259,
2022/06/11 02:41,134.271,134.276,134.265,134.266,134.269,134.258,134.259,
2022/06/11 02:40,134.268,134.283,134.268,134.271,134.265,134.257,134.259,
2022/06/11 02:39,134.272,134.272,134.261,134.268,134.261,134.253,134.259,
2022/06/11 02:38,134.268,134.277,134.268,134.272,134.260,134.252,134.259,
2022/06/11 02:37,134.249,134.272,134.249,134.269,134.258,134.251,134.261,
2022/06/11 02:36,134.247,134.254,134.239,134.249,134.256,134.252,134.263,
2022/06/11 02:35,134.265,134.273,134.242,134.247,134.259,134.254,134.265,
2022/06/11 02:34,134.264,134.273,134.259,134.265,134.259,134.257,134.268,
2022/06/11 02:33,134.256,134.272,134.255,134.264,134.251,134.257,134.270,
2022/06/11 02:32,134.265,134.272,134.248,134.255,134.247,134.257,134.272,
2022/06/11 02:31,134.248,134.282,134.248,134.267,134.242,134.257,134.274,
2022/06/11 02:30,134.224,134.249,134.221,134.248,134.238,134.259,134.276,
2022/06/11 02:29,134.242,134.244,134.219,134.224,134.240,134.264,134.278,
2022/06/11 02:28,134.230,134.253,134.228,134.242,134.252,134.270,134.281,
2022/06/11 02:27,134.246,134.246,134.217,134.230,134.260,134.274,134.283,
2022/06/11 02:26,134.259,134.264,134.244,134.246,134.270,134.280,134.286,
2022/06/11 02:25,134.287,134.305,134.257,134.259,134.274,134.284,134.287,
2022/06/11 02:24,134.278,134.290,134.278,134.287,134.274,134.287,134.287,
2022/06/11 02:23,134.282,134.282,134.260,134.278,134.270,134.289,134.286,
2022/06/11 02:22,134.268,134.283,134.267,134.282,134.270,134.291,134.286,
2022/06/11 02:21,134.258,134.272,134.252,134.268,134.277,134.292,134.286,
2022/06/11 02:20,134.264,134.274,134.254,134.258,134.284,134.294,134.287,
2022/06/11 02:19,134.281,134.283,134.258,134.264,134.291,134.296,134.290,
2022/06/11 02:18,134.314,134.315,134.271,134.281,134.301,134.297,134.292,
2022/06/11 02:17,134.305,134.314,134.302,134.314,134.304,134.296,134.294,
2022/06/11 02:16,134.295,134.306,134.293,134.305,134.301,134.293,134.294,
2022/06/11 02:15,134.312,134.312,134.286,134.295,134.302,134.290,134.295,
2022/06/11 02:14,134.295,134.317,134.294,134.312,134.304,134.288,134.294,
2022/06/11 02:13,134.302,134.302,134.280,134.295,134.301,134.285,134.293,
2022/06/11 02:12,134.309,134.312,134.300,134.302,134.301,134.285,134.292,
2022/06/11 02:11,134.306,134.315,134.303,134.309,134.297,134.286,134.290,
2022/06/11 02:10,134.294,134.306,134.290,134.306,134.291,134.286,134.288,
2022/06/11 02:09,134.294,134.298,134.288,134.294,134.283,134.287,134.286,
2022/06/11 02:08,134.283,134.305,134.281,134.294,134.278,134.289,134.284,
2022/06/11 02:07,134.283,134.290,134.278,134.283,134.273,134.291,134.282,
2022/06/11 02:06,134.265,134.283,134.265,134.282,134.271,134.291,134.281,
2022/06/11 02:05,134.267,134.267,134.253,134.265,134.270,134.292,134.278,
2022/06/11 02:04,134.268,134.268,134.263,134.267,134.275,134.293,134.278,
2022/06/11 02:03,134.277,134.277,134.253,134.268,134.285,134.292,134.277,
2022/06/11 02:02,134.275,134.284,134.269,134.277,134.292,134.292,134.277,
2022/06/11 02:01,134.293,134.297,134.269,134.275,134.301,134.291,134.276,
2022/06/11 02:00,134.314,134.319,134.289,134.291,134.310,134.289,134.275,
2022/06/11 01:59,134.303,134.315,134.300,134.314,134.317,134.287,134.273,
2022/06/11 01:58,134.323,134.326,134.303,134.303,134.310,134.282,134.269,
2022/06/11 01:57,134.323,134.333,134.321,134.323,134.307,134.276,134.266,
2022/06/11 01:56,134.324,134.328,134.321,134.323,134.298,134.271,134.262,
2022/06/11 01:55,134.281,134.324,134.279,134.324,134.285,134.266,134.258,
2022/06/11 01:54,134.287,134.292,134.276,134.281,134.274,134.260,134.253,
2022/06/11 01:53,134.277,134.294,134.275,134.287,134.270,134.259,134.249,
2022/06/11 01:52,134.260,134.277,134.257,134.277,134.263,134.256,134.245,
2022/06/11 01:51,134.265,134.267,134.250,134.260,134.260,134.254,134.241,
2022/06/11 01:50,134.261,134.268,134.261,134.265,134.259,134.252,134.239,
2022/06/11 01:49,134.256,134.266,134.255,134.261,134.251,134.250,134.236,
2022/06/11 01:48,134.259,134.265,134.256,134.256,134.249,134.249,134.236,
2022/06/11 01:47,134.255,134.262,134.247,134.259,134.249,134.247,134.237,
2022/06/11 01:46,134.226,134.256,134.226,134.255,134.248,134.244,134.238,
2022/06/11 01:45,134.250,134.251,134.226,134.226,134.249,134.240,134.239,
2022/06/11 01:44,134.259,134.265,134.246,134.250,134.255,134.237,134.241,
2022/06/11 01:43,134.253,134.274,134.253,134.259,134.254,134.233,134.243,
2022/06/11 01:42,134.261,134.273,134.248,134.253,134.250,134.230,134.244,
2022/06/11 01:41,134.255,134.270,134.255,134.261,134.247,134.227,134.245,
2022/06/11 01:40,134.242,134.259,134.240,134.255,134.244,134.226,134.244,
2022/06/11 01:39,134.240,134.243,134.228,134.242,134.240,134.227,134.243,
2022/06/11 01:38,134.241,134.247,134.221,134.240,134.235,134.230,134.242,
2022/06/11 01:37,134.243,134.252,134.236,134.241,134.227,134.234,134.241,
2022/06/11 01:36,134.237,134.247,134.236,134.243,134.218,134.235,134.241,
2022/06/11 01:35,134.216,134.240,134.205,134.237,134.209,134.240,134.239,
2022/06/11 01:34,134.198,134.219,134.196,134.216,134.204,134.243,134.238,
2022/06/11 01:33,134.196,134.200,134.189,134.199,134.203,134.248,134.238,
2022/06/11 01:32,134.197,134.201,134.177,134.196,134.214,134.251,134.238,
2022/06/11 01:31,134.213,134.220,134.193,134.197,134.229,134.254,134.237,
2022/06/11 01:30,134.211,134.220,134.197,134.213,134.246,134.255,134.237,
2022/06/11 01:29,134.257,134.261,134.202,134.211,134.262,134.256,134.236,
2022/06/11 01:28,134.272,134.272,134.255,134.255,134.271,134.258,134.235,
2022/06/11 01:27,134.283,134.285,134.268,134.272,134.279,134.254,134.231,
2022/06/11 01:26,134.289,134.301,134.274,134.283,134.281,134.250,134.227,
2022/06/11 01:25,134.256,134.290,134.256,134.289,134.279,134.244,134.223,
2022/06/11 01:24,134.296,134.296,134.255,134.256,134.269,134.237,134.220,
2022/06/11 01:23,134.284,134.298,134.282,134.296,134.266,134.232,134.218,
2022/06/11 01:22,134.273,134.295,134.272,134.284,134.249,134.223,134.214,
2022/06/11 01:21,134.239,134.276,134.239,134.273,134.237,134.216,134.211,
2022/06/11 01:20,134.240,134.243,134.233,134.239,134.229,134.210,134.208,
2022/06/11 01:19,134.211,134.240,134.207,134.240,134.224,134.205,134.206,
2022/06/11 01:18,134.224,134.227,134.207,134.212,134.218,134.200,134.204,
2022/06/11 01:17,134.232,134.235,134.223,134.224,134.216,134.200,134.203,
2022/06/11 01:16,134.213,134.233,134.212,134.232,134.211,134.200,134.202,
2022/06/11 01:15,134.210,134.217,134.205,134.213,134.204,134.198,134.200,
2022/06/11 01:14,134.205,134.213,134.198,134.210,134.198,134.198,134.199,
2022/06/11 01:13,134.199,134.206,134.198,134.205,134.194,134.199,134.198,
2022/06/11 01:12,134.193,134.205,134.191,134.199,134.191,134.199,134.197,
2022/06/11 01:11,134.185,134.196,134.182,134.193,134.187,134.199,134.198,
2022/06/11 01:10,134.192,134.194,134.176,134.185,134.184,134.199,134.198,
2022/06/11 01:09,134.189,134.193,134.179,134.192,134.189,134.200,134.199,
2022/06/11 01:08,134.177,134.189,134.166,134.189,134.194,134.201,134.200,
2022/06/11 01:07,134.179,134.187,134.176,134.177,134.199,134.201,134.201,
2022/06/11 01:06,134.212,134.214,134.174,134.179,134.206,134.203,134.202,
2022/06/11 01:05,134.215,134.222,134.206,134.212,134.215,134.203,134.203,
2022/06/11 01:04,134.215,134.218,134.210,134.215,134.214,134.202,134.203,
2022/06/11 01:03,134.212,134.218,134.211,134.215,134.210,134.201,134.202,
2022/06/11 01:02,134.222,134.224,134.204,134.212,134.206,134.201,134.199,
2022/06/11 01:01,134.207,134.227,134.201,134.222,134.204,134.200,134.197,
2022/06/11 01:00,134.197,134.213,134.195,134.207,134.199,134.199,134.194,
2022/06/11 00:59,134.196,134.199,134.191,134.197,134.197,134.199,134.192,
2022/06/11 00:58,134.197,134.199,134.186,134.196,134.196,134.199,134.191,
2022/06/11 00:57,134.197,134.199,134.196,134.198,134.194,134.200,134.189,
2022/06/11 00:56,134.198,134.201,134.194,134.197,134.193,134.200,134.187,
2022/06/11 00:55,134.191,134.200,134.183,134.198,134.195,134.199,134.184,
2022/06/11 00:54,134.189,134.197,134.181,134.191,134.197,134.197,134.182,
2022/06/11 00:53,134.194,134.199,134.186,134.189,134.199,134.195,134.179,
2022/06/11 00:52,134.206,134.215,134.190,134.194,134.203,134.193,134.177,
2022/06/11 00:51,134.208,134.214,134.202,134.206,134.205,134.190,134.175,
2022/06/11 00:50,134.199,134.209,134.193,134.208,134.205,134.188,134.173,
2022/06/11 00:49,134.206,134.211,134.187,134.199,134.204,134.183,134.172,
2022/06/11 00:48,134.208,134.209,134.197,134.208,134.204,134.180,134.171,
2022/06/11 00:47,134.205,134.218,134.201,134.208,134.201,134.175,134.170,
2022/06/11 00:46,134.202,134.210,134.202,134.205,134.192,134.171,134.165,
2022/06/11 00:45,134.199,134.205,134.191,134.202,134.184,134.165,134.161,
2022/06/11 00:44,134.191,134.205,134.183,134.199,134.176,134.161,134.159,
2022/06/11 00:43,134.164,134.197,134.163,134.191,134.168,134.156,134.157,
2022/06/11 00:42,134.164,134.167,134.151,134.164,134.165,134.155,134.156,
2022/06/11 00:41,134.165,134.183,134.162,134.165,134.162,134.156,134.156,
2022/06/11 00:40,134.157,134.169,134.153,134.165,134.161,134.158,134.156,
2022/06/11 00:39,134.174,134.176,134.153,134.157,134.157,134.159,134.156,
2022/06/11 00:38,134.154,134.174,134.151,134.174,134.155,134.156,134.157,
2022/06/11 00:37,134.160,134.167,134.145,134.154,134.146,134.152,134.157,
2022/06/11 00:36,134.142,134.165,134.138,134.160,134.145,134.152,134.158,
2022/06/11 00:35,134.142,134.151,134.130,134.142,134.142,134.152,134.159,
2022/06/11 00:34,134.131,134.148,134.123,134.147,134.146,134.154,134.162,
2022/06/11 00:33,134.146,134.148,134.120,134.131,134.155,134.155,134.164,
2022/06/11 00:32,134.145,134.158,134.129,134.146,134.166,134.157,134.168,
2022/06/11 00:31,134.165,134.187,134.129,134.145,134.172,134.160,134.172,
2022/06/11 00:30,134.190,134.193,134.163,134.165,134.166,134.162,134.175,
2022/06/11 00:29,134.188,134.199,134.183,134.190,134.158,134.162,134.177,
2022/06/11 00:28,134.175,134.195,134.174,134.188,134.151,134.161,134.178,
2022/06/11 00:27,134.114,134.177,134.114,134.175,134.145,134.161,134.178,
2022/06/11 00:26,134.124,134.130,134.099,134.114,134.143,134.162,134.178,
2022/06/11 00:25,134.155,134.163,134.124,134.124,134.153,134.169,134.182,
2022/06/11 00:24,134.161,134.175,134.150,134.155,134.160,134.176,134.186,
2022/06/11 00:23,134.164,134.173,134.146,134.160,134.164,134.181,134.188,
2022/06/11 00:22,134.164,134.178,134.160,134.162,134.167,134.185,134.189,
2022/06/11 00:21,134.158,134.180,134.141,134.164,134.169,134.188,134.191,
2022/06/11 00:20,134.179,134.180,134.154,134.159,134.171,134.192,134.193,
2022/06/11 00:19,134.172,134.189,134.165,134.179,134.178,134.194,134.197,
2022/06/11 00:18,134.175,134.185,134.167,134.172,134.180,134.194,134.198,
2022/06/11 00:17,134.169,134.178,134.142,134.175,134.186,134.197,134.202,
2022/06/11 00:16,134.192,134.202,134.171,134.172,134.193,134.199,134.205,
2022/06/11 00:15,134.189,134.196,134.173,134.192,134.203,134.201,134.205,
2022/06/11 00:14,134.203,134.215,134.189,134.189,134.206,134.199,134.204,
2022/06/11 00:13,134.211,134.249,134.201,134.203,134.209,134.200,134.205,
